account_id,distritct_id,frequency,account_date,num_trans,num_trans_type_with,num_trans_type_cred,num_trans_operatition_cred_wd,num_trans_operatition_cred_cash,num_trans_operatition_coll_bank,num_trans_operatition_cash_wd,num_trans_opeatiotion_to_bank,sum_width,sum_cred,trans_balance,sum_order,num_order_bank_to_QR,num_order_bank_to_YZ,num_order_bank_to_AB,num_order_bank_to_WX,num_order_bank_to_ST,num_order_bank_to_KL,num_order_bank_to_UV,num_order_bank_to_IJ,num_order_bank_to_GH,num_order_bank_to_OP,num_order_bank_to_EF,num_order_bank_to_MN,num_order_bank_to_CD,order_amount,num_order_cate_in_pa,num_order_household,num_order_leasing,num_order_loan_pay,num_to_unknow,Cont_loan,loan_amount,loan_duration,loan_payments,loan_status
772,45,MONTHLY,1993-01-21,558,415,143,0,72,0,217,198,1794553.60,1867271.20,40576420.80,3,0,1,0,1,0,0,0,1,0,0,0,0,0,5165.00,0,1,0,0,1,,,,,
1019,52,MONTHLY,1993-01-21,557,409,148,1,77,0,208,200,1496602.60,1553359.60,31613649.00,3,0,0,0,1,1,0,0,1,0,0,0,0,0,9364.00,0,1,0,0,1,,,,,
11295,74,MONTHLY,1993-01-21,563,338,225,0,83,0,338,0,1388546.80,1492303.90,58415247.30,,,,,,,,,,,,,,,,,,,,,,,,,
2970,60,MONTHLY,1993-01-22,298,155,143,0,73,0,155,0,718223.60,762403.00,13165461.20,,,,,,,,,,,,,,,,,,,,,,,,,
2676,73,MONTHLY,1993-01-22,547,398,149,0,78,0,199,199,1142084.60,1200211.30,31795304.90,3,0,0,0,0,1,0,0,1,0,1,0,0,0,5197.00,0,1,0,0,1,,,,,
1536,41,WEEKLY,1993-01-22,427,255,172,0,30,71,189,66,2124527.00,2194216.60,29757459.20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13204.00,0,1,0,0,0,,,,,
1179,74,MONTHLY,1993-01-23,332,193,139,0,1,71,127,66,287251.60,304830.10,5836062.00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2808.00,0,1,0,0,0,,,,,
280,25,MONTHLY,1993-01-23,481,322,159,0,88,0,189,133,913785.60,979304.40,31514542.80,3,1,0,0,0,0,1,1,0,0,0,0,0,0,8985.00,0,1,1,0,1,,,,,
2425,41,MONTHLY,1993-01-23,411,245,166,0,95,0,179,66,719639.60,742791.10,9515266.50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5936.00,0,1,0,0,0,,,,,
9307,68,MONTHLY,1993-01-24,649,388,261,0,120,0,244,144,2426448.60,2538093.40,72457475.20,3,0,0,1,0,0,0,0,0,0,0,2,0,0,10880.50,0,1,0,1,1,1,41904.00,12,3492.00,A
4055,23,MONTHLY,1993-01-24,349,205,144,0,73,0,205,0,1548483.60,1575476.40,9420487.20,,,,,,,,,,,,,,,,,,,,,,,,,
5065,66,MONTHLY,1993-01-24,373,208,165,0,94,0,208,0,1970056.90,1978750.70,3242787.40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1541.30,0,0,1,0,0,,,,,
3704,75,MONTHLY,1993-01-24,369,229,140,0,1,71,162,67,408505.60,451227.70,15764454.90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3046.00,0,1,0,0,0,,,,,
477,1,MONTHLY,1993-01-25,543,399,144,0,73,0,199,200,1231459.60,1275213.60,23758422.00,3,0,0,0,0,0,0,0,1,1,0,0,0,1,3377.00,0,1,0,0,1,,,,,
5891,54,MONTHLY,1993-01-25,464,310,154,18,12,71,280,12,2513949.20,2620798.40,49578028.80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5432.30,0,0,0,1,0,1,65184.00,12,5432.00,A
1000,77,MONTHLY,1993-01-25,584,438,146,0,4,71,237,201,2344206.60,2435536.30,53336544.80,3,0,1,0,0,0,0,0,0,0,1,0,0,1,7506.00,0,1,0,0,1,,,,,
1750,1,MONTHLY,1993-01-26,490,340,150,18,79,0,189,133,1909061.60,1997210.20,43192814.00,2,0,0,0,0,0,0,0,0,0,1,0,1,0,9545.00,0,1,0,0,1,,,,,
2023,68,MONTHLY,1993-01-26,610,465,145,0,74,0,199,266,1736060.60,1831898.50,58461119.00,4,0,1,0,0,0,0,1,0,0,1,0,0,1,8631.00,0,1,0,0,2,,,,,
6473,12,MONTHLY,1993-01-26,473,295,178,0,106,0,285,10,2722718.40,2752562.20,14116117.40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6408.80,0,0,0,1,0,1,76908.00,12,6409.00,B
1649,46,MONTHLY,1993-01-26,188,96,92,20,24,0,76,0,386071.60,405789.00,3706871.20,,,,,,,,,,,,,,,,,,,,,,,,,
2670,13,MONTHLY,1993-01-27,432,289,143,11,72,0,144,134,1850187.60,1889821.80,17121974.40,2,0,0,1,0,0,0,0,0,0,0,0,0,1,8732.00,0,1,0,0,1,,,,,
1127,27,MONTHLY,1993-01-27,412,268,144,35,73,0,166,67,1763683.60,1816149.10,21615786.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6260.00,0,1,0,0,0,,,,,
163,30,MONTHLY,1993-01-27,434,293,141,0,1,71,159,134,446489.60,484029.10,16292143.00,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3728.00,0,2,0,0,0,,,,,
2566,48,MONTHLY,1993-01-27,80,34,46,0,37,0,34,0,68700.00,74706.80,480544.00,,,,,,,,,,,,,,,,,,,,,,,,,
9,70,MONTHLY,1993-01-27,361,178,183,0,112,0,178,0,336278.20,360155.90,8619849.70,,,,,,,,,,,,,,,,,,,,,,,,,
1144,59,MONTHLY,1993-01-28,349,210,139,0,1,71,143,67,220523.60,244826.20,8481607.40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2250.00,0,1,0,0,0,,,,,
2902,32,MONTHLY,1993-01-28,479,335,144,0,73,0,201,134,1529293.60,1570937.00,19947188.60,2,1,0,0,0,1,0,0,0,0,0,0,0,0,6290.00,0,1,0,0,1,,,,,
4296,63,MONTHLY,1993-01-28,355,211,144,1,73,0,210,0,1414983.60,1461950.50,16673249.50,,,,,,,,,,,,,,,,,,,,,,,,,
443,64,MONTHLY,1993-01-28,455,316,139,0,1,71,118,198,201561.60,223792.10,10114877.50,3,1,0,0,0,0,1,0,1,0,0,0,0,0,2038.00,0,1,0,0,1,,,,,
3693,61,MONTHLY,1993-01-29,416,254,162,0,91,0,188,66,1240715.60,1340169.50,41372822.40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8992.00,0,1,0,0,0,,,,,
2070,72,MONTHLY,1993-01-29,410,247,163,0,92,0,181,66,942135.60,1011720.90,28529973.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8092.00,0,1,0,0,0,,,,,
1843,12,MONTHLY,1993-01-30,462,310,152,2,11,71,205,103,1366430.80,1398006.10,14587788.60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9932.70,0,1,0,1,0,1,105804.00,36,2939.00,A
2714,1,MONTHLY,1993-01-30,361,188,173,0,103,0,188,0,498778.20,516701.50,6470311.30,,,,,,,,,,,,,,,,,,,,,,,,,
4078,40,MONTHLY,1993-01-30,321,178,143,25,73,0,153,0,1731363.60,1848925.20,37737273.60,,,,,,,,,,,,,,,,,,,,,,,,,
1675,36,MONTHLY,1993-02-01,347,204,143,0,1,71,138,66,291283.60,314778.10,8152591.50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2125.00,0,1,0,0,0,,,,,
5868,44,MONTHLY,1993-02-02,372,187,185,0,115,0,187,0,2156037.40,2258014.90,37935630.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1762.00,0,0,1,0,0,,,,,
1805,1,MONTHLY,1993-02-02,386,227,159,0,95,0,176,51,1796041.60,1881182.60,32864426.00,2,0,1,0,0,0,0,0,0,0,1,0,0,0,5803.00,0,1,1,0,0,,,,,
2434,17,MONTHLY,1993-02-02,360,191,169,0,98,0,124,67,388072.60,407622.40,7037928.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2927.00,0,1,0,0,0,,,,,
3007,16,MONTHLY,1993-02-02,600,456,144,0,73,0,189,267,1696193.60,1742062.90,27521580.00,4,0,0,0,0,1,1,1,0,0,0,0,0,1,8981.00,0,1,0,0,2,,,,,
2574,68,MONTHLY,1993-02-02,419,248,171,0,100,0,182,66,1141699.60,1250422.80,45555020.80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9546.00,0,1,0,0,0,,,,,
862,64,WEEKLY,1993-02-02,446,302,144,16,2,71,219,67,3335646.00,3438700.90,45962485.40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3122.00,0,1,0,0,0,,,,,
1132,1,WEEKLY,1993-02-03,414,269,145,1,3,71,268,0,3658026.00,3728414.30,29140756.20,,,,,,,,,,,,,,,,,,,,,,,,,
4484,54,MONTHLY,1993-02-03,387,217,170,0,99,0,217,0,2345930.40,2427934.00,31735393.20,,,,,,,,,,,,,,,,,,,,,,,,,
943,1,MONTHLY,1993-02-03,347,204,143,0,1,71,137,67,207761.60,234899.70,9416920.70,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2144.00,0,1,0,0,0,,,,,
3514,7,MONTHLY,1993-02-03,351,208,143,0,1,71,141,67,222925.60,247598.00,8660012.40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2266.00,0,1,0,0,0,,,,,
3983,67,MONTHLY,1993-02-04,318,175,143,0,72,0,175,0,1090463.60,1137756.60,15039174.00,,,,,,,,,,,,,,,,,,,,,,,,,
9265,1,MONTHLY,1993-02-04,643,378,265,9,125,0,226,143,2752472.90,2838378.30,55237172.20,3,0,0,0,0,0,0,0,1,0,0,2,0,0,16808.30,0,1,0,1,1,1,39576.00,12,3298.00,A
465,32,MONTHLY,1993-02-04,370,202,168,0,26,71,135,67,1043459.60,1064042.60,7615710.00,2,0,0,0,0,1,0,0,1,0,0,0,0,0,12404.50,0,1,1,0,0,,,,,
982,54,MONTHLY,1993-02-05,599,420,179,0,108,0,152,268,440974.60,462134.00,12674480.60,4,0,0,1,0,0,0,0,1,0,1,0,0,1,3033.00,0,1,0,0,2,,,,,
411,70,MONTHLY,1993-02-05,416,269,147,27,76,0,176,66,1386697.60,1455901.80,28788947.20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8499.00,0,1,0,0,0,,,,,
890,14,MONTHLY,1993-02-05,380,226,154,0,83,0,159,67,546515.60,581168.90,13168254.00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3136.00,0,1,0,0,0,,,,,
627,63,MONTHLY,1993-02-05,426,281,145,0,74,0,215,66,1644511.60,1744595.60,42635784.00,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8782.00,0,1,1,0,0,,,,,
2429,61,MONTHLY,1993-02-06,476,324,152,0,82,0,192,132,1109059.00,1161196.00,24817212.00,2,1,0,0,0,0,0,0,0,1,0,0,0,0,7155.00,0,1,0,0,1,,,,,
3960,64,MONTHLY,1993-02-06,336,199,137,0,1,70,133,66,317513.00,342940.70,8543707.20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3204.00,0,1,0,0,0,,,,,
2256,48,MONTHLY,1993-02-06,339,196,143,0,1,71,130,66,325345.60,342020.70,5652858.90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3152.00,0,1,0,0,0,,,,,
8051,1,WEEKLY,1993-02-07,416,272,144,0,4,70,224,48,1971140.00,1994934.30,9898428.80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4340.00,0,0,0,1,0,1,208320.00,48,4340.00,A
2647,73,MONTHLY,1993-02-08,427,259,168,0,97,0,193,66,977061.60,1081862.00,44749770.80,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5303.00,0,1,0,0,0,,,,,
2241,6,MONTHLY,1993-02-08,541,378,163,0,93,0,181,197,879389.00,943379.30,34618752.30,3,0,0,0,0,0,2,1,0,0,0,0,0,0,7016.00,0,1,0,0,1,,,,,
5622,70,MONTHLY,1993-02-08,565,386,179,1,108,0,237,148,2586997.80,2655043.00,38445538.00,3,0,0,0,0,1,0,1,0,0,0,1,0,0,13818.30,0,1,0,1,1,1,83016.00,12,6918.00,A
2884,1,MONTHLY,1993-02-08,405,220,185,0,114,0,154,66,513727.60,618794.20,42551973.00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3854.00,0,1,0,0,0,,,,,
1830,10,MONTHLY,1993-02-08,360,213,147,0,77,0,147,66,869881.00,909827.60,14380776.00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7692.00,0,1,0,0,0,,,,,
7753,74,MONTHLY,1993-02-08,500,302,198,27,127,0,250,25,3143260.80,3203362.40,30050800.00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2153.80,0,0,0,1,0,1,51696.00,24,2154.00,A
244,24,MONTHLY,1993-02-08,547,372,175,6,35,70,168,198,319707.00,371802.00,28495965.00,3,0,0,0,0,0,0,0,0,1,1,0,1,0,2648.00,0,1,0,0,1,,,,,
1477,1,MONTHLY,1993-02-08,345,202,143,0,1,71,136,66,207753.60,229472.50,7493020.50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2100.00,0,1,0,0,0,,,,,
4240,50,MONTHLY,1993-02-08,362,215,147,0,6,71,215,0,2119137.00,2164214.80,16318163.60,,,,,,,,,,,,,,,,,,,,,,,,,
1006,6,MONTHLY,1993-02-08,613,435,178,0,38,70,172,263,298455.00,348662.70,30777320.10,4,0,1,0,0,0,1,0,0,0,0,2,0,0,2491.00,0,1,0,0,2,,,,,
830,74,MONTHLY,1993-02-08,318,176,142,24,72,0,152,0,1223909.00,1281525.40,18322015.20,,,,,,,,,,,,,,,,,,,,,,,,,
9188,45,MONTHLY,1993-02-08,605,384,221,0,11,70,126,258,963753.00,998209.30,20846061.50,4,0,0,0,0,0,0,0,0,2,2,0,0,0,10591.30,0,1,0,1,1,1,127080.00,60,2118.00,A
1965,57,ISSU_AF_TRANS,1993-02-08,441,271,170,0,101,0,205,66,2336244.00,2388109.80,22872817.80,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9541.00,0,1,0,0,0,,,,,
1134,6,MONTHLY,1993-02-09,454,304,150,0,80,0,173,131,904622.00,944064.20,17906758.80,2,0,0,0,0,1,0,0,0,0,1,0,0,0,7980.00,0,1,0,0,1,,,,,
1601,10,MONTHLY,1993-02-09,326,189,137,0,1,70,123,66,271143.00,289116.00,5859198.00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2694.00,0,1,0,0,0,,,,,
2861,38,MONTHLY,1993-02-10,369,232,137,0,1,70,166,66,399457.00,420553.90,7784756.10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2613.00,0,1,0,0,0,,,,,
813,16,MONTHLY,1993-02-10,392,237,155,0,13,71,225,12,943524.00,978819.10,13835679.20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2025.70,0,0,0,1,0,1,24312.00,12,2026.00,A
2585,75,MONTHLY,1993-02-10,338,197,141,0,73,0,197,0,1136264.10,1165375.10,9839518.00,,,,,,,,,,,,,,,,,,,,,,,,,
